ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
молекул	молекулын	молекул-ын	N-GEN;SG	270
молекул	молекулд	молекул-д	N-DAT;SG	19
молекул	молекулыг	молекул-ыг	N-ACC;SG	55
молекул	молекулаас	молекул-аас	N-ABL;SG	29
молекул	молекулаар	молекул-аар	N-INS;SG	6
молекул	молекултай	молекул-тай	N-COM;SG	17
молекул	молекулаа	молекул-аа	N-VOC;SG	2
эрэл	эрэлд	эрэл-д	N-DAT;SG	2380
эрэл	эрэлтэй	эрэл-тэй	N-COM;SG	16
хайлт	хайлтын	хайлт-ын	N-GEN;SG	4922
хайлт	хайлтыг	хайлт-ыг	N-ACC;SG	294
хайлт	хайлтаас	хайлт-аас	N-ABL;SG	51
хайлт	хайлтаар	хайлт-аар	N-INS;SG	105
хайлт	хайлттай	хайлт-тай	N-COM;SG	35
хайлт	хайлтаа	хайлт-аа	N-VOC;SG	71
олборлолт	олборлолтын	олборлолт-ын	N-GEN;SG	3712
олборлолт	олборлолтыг	олборлолт-ыг	N-ACC;SG	688
олборлолт	олборлолтоос	олборлолт-оос	N-ABL;SG	250
олборлолт	олборлолтоор	олборлолт-оор	N-INS;SG	170
олборлолт	олборлолттой	олборлолт-той	N-COM;SG	83
олборлолт	олборлолтоо	олборлолт-оо	N-VOC;SG	510
авиа	авиаг	авиа-г	N-ACC;SG	466
авиа	авиатай	авиа-тай	N-COM;SG	31
эрэмбэ	эрэмбэд	эрэмбэ-д	N-DAT;SG	85
эрэмбэ	эрэмбэтэй	эрэмбэ-тэй	N-COM;SG	165
хүдэр	хүдэрт	хүдэр-т	N-DAT;SG	84
хүдэр	хүдэртэй	хүдэр-тэй	N-COM;SG	41
гийгүүлэгч	гийгүүлэгчийн	гийгүүлэгч-ийн	N-GEN;SG	90
гийгүүлэгч	гийгүүлэгчийг	гийгүүлэгч-ийг	N-ACC;SG	40
гийгүүлэгч	гийгүүлэгчээс	гийгүүлэгч-ээс	N-ABL;SG	1
гийгүүлэгч	гийгүүлэгчээр	гийгүүлэгч-ээр	N-INS;SG	80
гийгүүлэгч	гийгүүлэгчтэй	гийгүүлэгч-тэй	N-COM;SG	10
гийгүүлэгч	гийгүүлэгчээ	гийгүүлэгч-ээ	N-VOC;SG	3
дээрэм	дээрэмд	дээрэм-д	N-DAT;SG	61
дээрэм	дээрэмтэй	дээрэм-тэй	N-COM;SG	17
тонуул	тонуулын	тонуул-ын	N-GEN;SG	66
тонуул	тонуулд	тонуул-д	N-DAT;SG	21
тонуул	тонуулыг	тонуул-ыг	N-ACC;SG	12
тонуул	тонуулаас	тонуул-аас	N-ABL;SG	7
тонуул	тонуулаар	тонуул-аар	N-INS;SG	11
тонуул	тонуултай	тонуул-тай	N-COM;SG	4
тонуул	тонуулаа	тонуул-аа	N-VOC;SG	1
чулуу	чулууг	чулуу-г	N-ACC;SG	2421
чулуу	чулуутай	чулуу-тай	N-COM;SG	388
дэр	дэрийг	дэр-ийг	N-ACC;SG	164
дэр	дэрээс	дэр-ээс	N-ABL;SG	19
дэр	дэрээр	дэр-ээр	N-INS;SG	42
дэр	дэртэй	дэр-тэй	N-COM;SG	95
дэр	дэрээ	дэр-ээ	N-VOC;SG	174
үхэл	үхэлд	үхэл-д	N-DAT;SG	2387
үхэл	үхэлтэй	үхэл-тэй	N-COM;SG	808
хэлэхүй	хэлэхүйн	хэлэхүй-н	N-GEN;SG	18
хэлэхүй	хэлэхүйд	хэлэхүй-д	N-DAT;SG	4
хэлэхүй	хэлэхүйг	хэлэхүй-г	N-ACC;SG	1
хэлэхүй	хэлэхүйтэй	хэлэхүй-тэй	N-COM;SG	1
дуудлага	дуудлагад	дуудлага-д	N-DAT;SG	447
дуудлага	дуудлагатай	дуудлага-тай	N-COM;SG	301
шивнээ	шивнээг	шивнээ-г	N-ACC;SG	18
шивнээ	шивнээтэй	шивнээ-тэй	N-COM;SG	2
цавуу	цавууг	цавуу-г	N-ACC;SG	56
цавуу	цавуутай	цавуу-тай	N-COM;SG	31
гахиур	гахиурын	гахиур-ын	N-GEN;SG	5
гахиур	гахиурт	гахиур-т	N-DAT;SG	1
гахиур	гахиурыг	гахиур-ыг	N-ACC;SG	1
гахиур	гахиураас	гахиур-аас	N-ABL;SG	1
гахиур	гахиураар	гахиур-аар	N-INS;SG	1
гахиур	гахиуртай	гахиур-тай	N-COM;SG	1
гахиур	гахиураа	гахиур-аа	N-VOC;SG	1
цемент	цементийн	цемент-ийн	N-GEN;SG	2653
цемент	цементийг	цемент-ийг	N-ACC;SG	190
цемент	цементээс	цемент-ээс	N-ABL;SG	17
цемент	цементээр	цемент-ээр	N-INS;SG	106
цемент	цементтэй	цемент-тэй	N-COM;SG	21
цемент	цементээ	цемент-ээ	N-VOC;SG	63
халдлага	халдлагад	халдлага-д	N-DAT;SG	1993
халдлага	халдлагатай	халдлага-тай	N-COM;SG	138
хоолой	хоолойн	хоолой-н	N-GEN;SG	11015
хоолой	хоолойд	хоолой-д	N-DAT;SG	782
хоолой	хоолойг	хоолой-г	N-ACC;SG	6101
хоолой	хоолойтой	хоолой-той	N-COM;SG	1104
гаанс	гаансыг	гаанс-ыг	N-ACC;SG	13
гаанс	гаансаар	гаанс-аар	N-INS;SG	11
гаанс	гаанстай	гаанс-тай	N-COM;SG	4
гаанс	гаансаа	гаанс-аа	N-VOC;SG	31
спирт	спиртийн	спирт-ийн	N-GEN;SG	426
спирт	спиртийг	спирт-ийг	N-ACC;SG	121
спирт	спиртээс	спирт-ээс	N-ABL;SG	26
спирт	спиртээр	спирт-ээр	N-INS;SG	83
спирт	спирттэй	спирт-тэй	N-COM;SG	43
спирт	спиртээ	спирт-ээ	N-VOC;SG	14
бүлүүр	бүлүүрийн	бүлүүр-ийн	N-GEN;SG	16
бүлүүр	бүлүүрт	бүлүүр-т	N-DAT;SG	52
бүлүүр	бүлүүрийг	бүлүүр-ийг	N-ACC;SG	3
бүлүүр	бүлүүрээс	бүлүүр-ээс	N-ABL;SG	1
бүлүүр	бүлүүрээр	бүлүүр-ээр	N-INS;SG	1
бүлүүр	бүлүүртэй	бүлүүр-тэй	N-COM;SG	1
бүлүүр	бүлүүрээ	бүлүүр-ээ	N-VOC;SG	1
үер	үерийн	үер-ийн	N-GEN;SG	4974
үер	үерт	үер-т	N-DAT;SG	1567
үер	үерийг	үер-ийг	N-ACC;SG	39
үер	үерээс	үер-ээс	N-ABL;SG	479
үер	үерээр	үер-ээр	N-INS;SG	53
үер	үертэй	үер-тэй	N-COM;SG	98
үер	үерээ	үер-ээ	N-VOC;SG	14
хэлэлцүүлэг	хэлэлцүүлэгт	хэлэлцүүлэг-т	N-DAT;SG	9105
хэлэлцүүлэг	хэлэлцүүлэгтэй	хэлэлцүүлэг-тэй	N-COM;SG	252
боловсруулалт	боловсруулалтын	боловсруулалт-ын	N-GEN;SG	1820
боловсруулалт	боловсруулалтыг	боловсруулалт-ыг	N-ACC;SG	474
боловсруулалт	боловсруулалтаас	боловсруулалт-аас	N-ABL;SG	42
боловсруулалт	боловсруулалтаар	боловсруулалт-аар	N-INS;SG	43
боловсруулалт	боловсруулалттай	боловсруулалт-тай	N-COM;SG	47
боловсруулалт	боловсруулалтаа	боловсруулалт-аа	N-VOC;SG	53
бодрол	бодролын	бодрол-ын	N-GEN;SG	18
бодрол	бодролд	бодрол-д	N-DAT;SG	11
бодрол	бодролыг	бодрол-ыг	N-ACC;SG	26
бодрол	бодролоос	бодрол-оос	N-ABL;SG	1
бодрол	бодролоор	бодрол-оор	N-INS;SG	4
бодрол	бодролтой	бодрол-той	N-COM;SG	7
бодрол	бодролоо	бодрол-оо	N-VOC;SG	11
эргэцүүлэл	эргэцүүлэлд	эргэцүүлэл-д	N-DAT;SG	24
эргэцүүлэл	эргэцүүлэлтэй	эргэцүүлэл-тэй	N-COM;SG	4
бодол	бодолд	бодол-д	N-DAT;SG	2257
бодол	бодолтой	бодол-той	N-COM;SG	12987
ярилцлага	ярилцлагад	ярилцлага-д	N-DAT;SG	1705
ярилцлага	ярилцлагатай	ярилцлага-тай	N-COM;SG	68
шүлт	шүлтийн	шүлт-ийн	N-GEN;SG	145
шүлт	шүлтийг	шүлт-ийг	N-ACC;SG	18
шүлт	шүлтээс	шүлт-ээс	N-ABL;SG	1
шүлт	шүлтээр	шүлт-ээр	N-INS;SG	9
шүлт	шүлттэй	шүлт-тэй	N-COM;SG	14
шүлт	шүлтээ	шүлт-ээ	N-VOC;SG	1
мэтгэлцээн	мэтгэлцээний	мэтгэлцээн-ий	N-GEN;SG	1120
мэтгэлцээн	мэтгэлцээнд	мэтгэлцээн-д	N-DAT;SG	475
мэтгэлцээн	мэтгэлцээнийг	мэтгэлцээн-ийг	N-ACC;SG	371
мэтгэлцээн	мэтгэлцээнээс	мэтгэлцээн-ээс	N-ABL;SG	77
мэтгэлцээн	мэтгэлцээнээр	мэтгэлцээн-ээр	N-INS;SG	52
мэтгэлцээн	мэтгэлцээнтэй	мэтгэлцээн-тэй	N-COM;SG	9
мэтгэлцээн	мэтгэлцээнээ	мэтгэлцээн-ээ	N-VOC;SG	29
маргаан	маргааны	маргаан-ы	N-GEN;SG	2306
маргаан	маргаанд	маргаан-д	N-DAT;SG	1225
маргаан	маргааныг	маргаан-ыг	N-ACC;SG	6912
маргаан	маргаанаас	маргаан-аас	N-ABL;SG	721
маргаан	маргаанаар	маргаан-аар	N-INS;SG	109
маргаан	маргаантай	маргаан-тай	N-COM;SG	3963
маргаан	маргаанаа	маргаан-аа	N-VOC;SG	535
зөвшилцөл	зөвшилцөлд	зөвшилцөл-д	N-DAT;SG	930
зөвшилцөл	зөвшилцөлтэй	зөвшилцөл-тэй	N-COM;SG	1
зөвлөмж	зөвлөмжийн	зөвлөмж-ийн	N-GEN;SG	2342
зөвлөмж	зөвлөмжийг	зөвлөмж-ийг	N-ACC;SG	6032
зөвлөмж	зөвлөмжөөс	зөвлөмж-өөс	N-ABL;SG	113
зөвлөмж	зөвлөмжөөр	зөвлөмж-өөр	N-INS;SG	433
зөвлөмж	зөвлөмжтэй	зөвлөмж-тэй	N-COM;SG	168
зөвлөмж	зөвлөмжөө	зөвлөмж-өө	N-VOC;SG	267
зарчим	зарчимд	зарчим-д	N-DAT;SG	2391
зарчим	зарчимтай	зарчим-тай	N-COM;SG	1714
баримтлал	баримтлалын	баримтлал-ын	N-GEN;SG	1891
баримтлал	баримтлалд	баримтлал-д	N-DAT;SG	1132
баримтлал	баримтлалыг	баримтлал-ыг	N-ACC;SG	5984
баримтлал	баримтлалаас	баримтлал-аас	N-ABL;SG	143
баримтлал	баримтлалаар	баримтлал-аар	N-INS;SG	214
баримтлал	баримтлалтай	баримтлал-тай	N-COM;SG	861
баримтлал	баримтлалаа	баримтлал-аа	N-VOC;SG	424
уриа	уриаг	уриа-г	N-ACC;SG	999
уриа	уриатай	уриа-тай	N-COM;SG	1920
лоозон	лоозонд	лоозон-д	N-DAT;SG	9
лоозон	лоозонг	лоозон-г	N-ACC;SG	138
лоозон	лоозонтой	лоозон-той	N-COM;SG	56
инерц	инерцийн	инерц-ийн	N-GEN;SG	41
инерц	инерцийг	инерц-ийг	N-ACC;SG	22
инерц	инерцээс	инерц-ээс	N-ABL;SG	4
инерц	инерцээр	инерц-ээр	N-INS;SG	10
инерц	инерцтэй	инерц-тэй	N-COM;SG	2
инерц	инерцээ	инерц-ээ	N-VOC;SG	5
бахь	бахиар	бахи-ар	N-INS;SG	23
бахь	бахитай	бахи-тай	N-COM;SG	1
бахь	бахиа	бахи-а	N-VOC;SG	1
ая	аяын	ая-ын	N-GEN;SG	5
ая	аяд	ая-д	N-DAT;SG	23
ая	аяыг	ая-ыг	N-ACC;SG	941
ая	аяас	ая-ас	N-ABL;SG	3
ая	аяар	ая-ар	N-INS;SG	133
ая	аятай	ая-тай	N-COM;SG	2134
ая	аяа	ая-а	N-VOC;SG	94
уураг	уурагт	уураг-т	N-DAT;SG	106
уураг	уурагтай	уураг-тай	N-COM;SG	91
биологи	биологид	биологи-д	N-DAT;SG	12
биологи	биологиос	биологи-ос	N-ABL;SG	8
биологи	биологиор	биологи-ор	N-INS;SG	10
биологи	биологитой	биологи-той	N-COM;SG	12
биологи	биологио	биологи-о	N-VOC;SG	1
хэмжээс	хэмжээсийг	хэмжээс-ийг	N-ACC;SG	128
хэмжээс	хэмжээсээс	хэмжээс-ээс	N-ABL;SG	18
хэмжээс	хэмжээсээр	хэмжээс-ээр	N-INS;SG	136
хэмжээс	хэмжээстэй	хэмжээс-тэй	N-COM;SG	142
хэмжээс	хэмжээсээ	хэмжээс-ээ	N-VOC;SG	15
асуулт	асуултын	асуулт-ын	N-GEN;SG	3875
асуулт	асуултыг	асуулт-ыг	N-ACC;SG	3910
асуулт	асуултаас	асуулт-аас	N-ABL;SG	328
асуулт	асуултаар	асуулт-аар	N-INS;SG	656
асуулт	асуулттай	асуулт-тай	N-COM;SG	405
асуулт	асуултаа	асуулт-аа	N-VOC;SG	1309
төсөл	төсөлд	төсөл-д	N-DAT;SG	21651
төсөл	төсөлтэй	төсөл-тэй	N-COM;SG	3261
эвэрлэг	эвэрлэгийн	эвэрлэг-ийн	N-GEN;SG	21
эвэрлэг	эвэрлэгт	эвэрлэг-т	N-DAT;SG	1
эвэрлэг	эвэрлэгийг	эвэрлэг-ийг	N-ACC;SG	11
эвэрлэг	эвэрлэгээс	эвэрлэг-ээс	N-ABL;SG	1
эвэрлэг	эвэрлэгээр	эвэрлэг-ээр	N-INS;SG	1
эвэрлэг	эвэрлэгтэй	эвэрлэг-тэй	N-COM;SG	1
эвэрлэг	эвэрлэгээ	эвэрлэг-ээ	N-VOC;SG	1
фермент	ферментийн	фермент-ийн	N-GEN;SG	102
фермент	ферментийг	фермент-ийг	N-ACC;SG	32
фермент	ферментээс	фермент-ээс	N-ABL;SG	1
фермент	ферментээр	фермент-ээр	N-INS;SG	14
фермент	ферменттэй	фермент-тэй	N-COM;SG	1
фермент	ферментээ	фермент-ээ	N-VOC;SG	1
цуурай	цуурайн	цуурай-н	N-GEN;SG	11
цуурай	цуурайд	цуурай-д	N-DAT;SG	1
цуурай	цуурайг	цуурай-г	N-ACC;SG	16
цуурай	цуурайтай	цуурай-тай	N-COM;SG	1
туйл	туйлын	туйл-ын	N-GEN;SG	9196
туйл	туйлд	туйл-д	N-DAT;SG	570
туйл	туйлыг	туйл-ыг	N-ACC;SG	160
туйл	туйлаас	туйл-аас	N-ABL;SG	550
туйл	туйлаар	туйл-аар	N-INS;SG	29
туйл	туйлтай	туйл-тай	N-COM;SG	77
туйл	туйлаа	туйл-аа	N-VOC;SG	2
тушаал	тушаалын	тушаал-ын	N-GEN;SG	14441
тушаал	тушаалд	тушаал-д	N-DAT;SG	14164
тушаал	тушаалыг	тушаал-ыг	N-ACC;SG	5566
тушаал	тушаалаас	тушаал-аас	N-ABL;SG	2654
тушаал	тушаалаар	тушаал-аар	N-INS;SG	13655
тушаал	тушаалтай	тушаал-тай	N-COM;SG	1220
тушаал	тушаалаа	тушаал-аа	N-VOC;SG	4544
аммиак	аммиакийн	аммиак-ийн	N-GEN;SG	24
аммиак	аммиакт	аммиак-т	N-DAT;SG	1
аммиак	аммиакийг	аммиак-ийг	N-ACC;SG	5
аммиак	аммиакаас	аммиак-аас	N-ABL;SG	1
аммиак	аммиакаар	аммиак-аар	N-INS;SG	2
аммиак	аммиактай	аммиак-тай	N-COM;SG	2
аммиак	аммиакаа	аммиак-аа	N-VOC;SG	1
шүвтэр	шүвтэрт	шүвтэр-т	N-DAT;SG	1
шүвтэр	шүвтэртэй	шүвтэр-тэй	N-COM;SG	1
үсэг	үсэгт	үсэг-т	N-DAT;SG	725
үсэг	үсэгтэй	үсэг-тэй	N-COM;SG	2173
төвлөрөл	төвлөрөлд	төвлөрөл-д	N-DAT;SG	23
төвлөрөл	төвлөрөлтэй	төвлөрөл-тэй	N-COM;SG	71
төвлөрүүлэлт	төвлөрүүлэлтийн	төвлөрүүлэлт-ийн	N-GEN;SG	22
төвлөрүүлэлт	төвлөрүүлэлтийг	төвлөрүүлэлт-ийг	N-ACC;SG	11
төвлөрүүлэлт	төвлөрүүлэлтээс	төвлөрүүлэлт-ээс	N-ABL;SG	1
төвлөрүүлэлт	төвлөрүүлэлтээр	төвлөрүүлэлт-ээр	N-INS;SG	1
төвлөрүүлэлт	төвлөрүүлэлттэй	төвлөрүүлэлт-тэй	N-COM;SG	3
төвлөрүүлэлт	төвлөрүүлэлтээ	төвлөрүүлэлт-ээ	N-VOC;SG	1
бөөгнөрөл	бөөгнөрөлд	бөөгнөрөл-д	N-DAT;SG	17
бөөгнөрөл	бөөгнөрөлтэй	бөөгнөрөл-тэй	N-COM;SG	5
ваар	ваарын	ваар-ын	N-GEN;SG	14
ваар	ваарт	ваар-т	N-DAT;SG	1
ваар	ваарыг	ваар-ыг	N-ACC;SG	66
ваар	ваараас	ваар-аас	N-ABL;SG	1
ваар	ваараар	ваар-аар	N-INS;SG	15
ваар	ваартай	ваар-тай	N-COM;SG	74
ваар	ваараа	ваар-аа	N-VOC;SG	16
тохиролцоо	тохиролцоог	тохиролцоо-г	N-ACC;SG	544
тохиролцоо	тохиролцоотой	тохиролцоо-той	N-COM;SG	47
хөрөг	хөрөгт	хөрөг-т	N-DAT;SG	54
хөрөг	хөрөгтэй	хөрөг-тэй	N-COM;SG	196
эшлэл	эшлэлийн	эшлэл-ийн	N-GEN;SG	50
эшлэл	эшлэлд	эшлэл-д	N-DAT;SG	35
эшлэл	эшлэлийг	эшлэл-ийг	N-ACC;SG	260
эшлэл	эшлэлээс	эшлэл-ээс	N-ABL;SG	17
эшлэл	эшлэлээр	эшлэл-ээр	N-INS;SG	5
эшлэл	эшлэлтэй	эшлэл-тэй	N-COM;SG	9
эшлэл	эшлэлээ	эшлэл-ээ	N-VOC;SG	6
сөргөлдөөн	сөргөлдөөний	сөргөлдөөн-ий	N-GEN;SG	271
сөргөлдөөн	сөргөлдөөнд	сөргөлдөөн-д	N-DAT;SG	143
сөргөлдөөн	сөргөлдөөнийг	сөргөлдөөн-ийг	N-ACC;SG	225
сөргөлдөөн	сөргөлдөөнөөс	сөргөлдөөн-өөс	N-ABL;SG	79
сөргөлдөөн	сөргөлдөөнөөр	сөргөлдөөн-өөр	N-INS;SG	1
сөргөлдөөн	сөргөлдөөнтэй	сөргөлдөөн-тэй	N-COM;SG	63
сөргөлдөөн	сөргөлдөөнөө	сөргөлдөөн-өө	N-VOC;SG	15
зөрчилдөөн	зөрчилдөөний	зөрчилдөөн-ий	N-GEN;SG	211
зөрчилдөөн	зөрчилдөөнд	зөрчилдөөн-д	N-DAT;SG	56
зөрчилдөөн	зөрчилдөөнийг	зөрчилдөөн-ийг	N-ACC;SG	204
зөрчилдөөн	зөрчилдөөнөөс	зөрчилдөөн-өөс	N-ABL;SG	201
зөрчилдөөн	зөрчилдөөнөөр	зөрчилдөөн-өөр	N-INS;SG	16
